tata_company,tata_rows,normalized_name,inferred_parent,recommended_parent,in_spring_canonical,in_spring_aliases,in_spring_entity_members,in_base_only,fix_bucket,priority,recommended_action
世强先进（深圳）科技股份有限公司,8,世强先进（深圳）科技股份有限公司,世强先进（深圳）科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中再资产管理股份有限公司,8,中再资产管理股份有限公司,中再资产管理股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国燃气控股有限公司,8,中国燃气控股有限公司,中国燃气控股有限公司,中国燃气,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国石油天然气集团有限公司,8,中国石油天然气集团有限公司,中国石油天然气集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国联合网络通信有限公司深圳市分公司,8,中国联合网络通信有限公司深圳市分公司,中国联合网络通信有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国联合网络通信有限公司软件研究院,8,中国联合网络通信有限公司软件研究院,中国联合网络通信有限公司软件研究院,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国航天电子技术研究院,8,中国航天电子技术研究院,中国航天电子技术研究院,,False,False,False,False,high_risk_manual_review,p1,manual_review
中海企业发展集团有限公司,8,中海企业发展集团有限公司,中海企业发展集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中电科网络安全科技股份有限公司,8,中电科网络安全科技股份有限公司,中电科网络安全科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中科宇航技术股份有限公司,8,中科宇航技术股份有限公司,中科宇航技术股份有限公司,中科宇航,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中邮消费金融有限公司,8,中邮消费金融有限公司,中邮消费金融有限公司,中邮消费金融,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
优三缔科技（上海）有限公司,8,优三缔科技（上海）有限公司,优三缔科技（上海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京发那科机电有限公司,8,北京发那科机电有限公司,北京发那科机电有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京弘历通投资顾问有限公司,8,北京弘历通投资顾问有限公司,北京弘历通投资顾问有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京智芯微电子科技有限公司,8,北京智芯微电子科技有限公司,北京智芯微电子科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
千寻智能（杭州）科技有限公司,8,千寻智能（杭州）科技有限公司,千寻智能（杭州）科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华安财产保险股份有限公司,8,华安财产保险股份有限公司,华安财产保险股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华海智汇技术有限公司,8,华海智汇技术有限公司,华海智汇技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华港财富集团有限公司,8,华港财富集团有限公司,华港财富集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
南京银行股份有限公司,8,南京银行股份有限公司,南京银行股份有限公司,上海银行,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
厦门建发集团有限公司,8,厦门建发集团有限公司,厦门建发集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
天翼物联科技有限公司,8,天翼物联科技有限公司,天翼物联科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
天翼电子商务有限公司,8,天翼电子商务有限公司,天翼电子商务有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
山东发展新能源有限公司,8,山东发展新能源有限公司,山东发展新能源有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州中海达卫星导航技术股份有限公司,8,广州中海达卫星导航技术股份有限公司,广州中海达卫星导航技术股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州灵感游戏科技有限公司,8,广州灵感游戏科技有限公司,广州灵感游戏科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州环保投资集团有限公司,8,广州环保投资集团有限公司,广州环保投资集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
康龙化成（北京）新药技术股份有限公司,8,康龙化成（北京）新药技术股份有限公司,康龙化成（北京）新药技术股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都高新投资集团有限公司,8,成都高新投资集团有限公司,成都高新投资集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
新希望集团有限公司,8,新希望集团有限公司,新希望集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
明毅私募基金管理有限公司,8,明毅私募基金管理有限公司,明毅私募基金管理有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
晶科能源股份有限公司,8,晶科能源股份有限公司,晶科能源股份有限公司,海宁晶科能源,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
杭州华橙网络科技有限公司,8,杭州华橙网络科技有限公司,杭州华橙网络科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州心识宇宙科技有限公司,8,杭州心识宇宙科技有限公司,杭州心识宇宙科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州曦望芯科智能科技有限公司,8,杭州曦望芯科智能科技有限公司,杭州曦望芯科智能科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
正大投资股份有限公司,8,正大投资股份有限公司,正大投资股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
浙江中控信息产业股份有限公司,8,浙江中控信息产业股份有限公司,浙江中控信息产业股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳优优互联网络科技有限公司,8,深圳优优互联网络科技有限公司,深圳优优互联网络科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳农业与食品投资控股集团有限公司,8,深圳农业与食品投资控股集团有限公司,深圳农业与食品投资控股集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市大梦龙途文化传播有限公司,8,深圳市大梦龙途文化传播有限公司,深圳市大梦龙途文化传播有限公司,大梦龙途文化传播,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
深圳市汇顶科技股份有限公司,8,深圳市汇顶科技股份有限公司,深圳市汇顶科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市金证科技股份有限公司,8,深圳市金证科技股份有限公司,深圳市金证科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳松诺技术有限公司,8,深圳松诺技术有限公司,深圳松诺技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳灵感科技有限公司,8,深圳灵感科技有限公司,深圳灵感科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
珠海华润银行股份有限公司,8,珠海华润银行股份有限公司,珠海华润银行股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
益海嘉里金龙鱼食品集团股份有限公司,8,益海嘉里金龙鱼食品集团股份有限公司,益海嘉里金龙鱼食品集团股份有限公司,益海嘉里金龙鱼,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
臻驱科技（上海）股份有限公司,8,臻驱科技（上海）股份有限公司,臻驱科技（上海）股份有限公司,臻驱科技,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
芯动微电子科技（武汉）有限公司,8,芯动微电子科技（武汉）有限公司,芯动微电子科技（武汉）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
芯海科技（深圳）股份有限公司,8,芯海科技（深圳）股份有限公司,芯海科技（深圳）股份有限公司,芯海科技,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
路易威登（中国）商业销售有限公司,8,路易威登（中国）商业销售有限公司,路易威登（中国）商业销售有限公司,路易威登,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
金融街证券股份有限公司,8,金融街证券股份有限公司,金融街证券股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
阿斯麦（上海）光刻设备科技有限公司,8,阿斯麦（上海）光刻设备科技有限公司,阿斯麦（上海）光刻设备科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
阿迪达斯（中国）有限公司,8,阿迪达斯（中国）有限公司,阿迪达斯（中国）有限公司,阿迪达斯零售精英成长计划,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
青岛啤酒股份有限公司,8,青岛啤酒股份有限公司,青岛啤酒股份有限公司,青岛啤酒,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
鸿合科技股份有限公司,8,鸿合科技股份有限公司,鸿合科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
麦格纳汽车技术（上海）有限公司,8,麦格纳汽车技术（上海）有限公司,麦格纳汽车技术（上海）有限公司,麦格纳,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
PPG涂料（张家港）有限公司,7,PPG涂料（张家港）有限公司,PPG涂料（张家港）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海七牛信息技术有限公司,7,上海七牛信息技术有限公司,上海七牛信息技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海发那科机器人有限公司,7,上海发那科机器人有限公司,上海发那科机器人有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海均瑶世外教育科技（集团）有限责任公司,7,上海均瑶世外教育科技（集团）有限责任公司,上海均瑶世外教育科技（集团）有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海天然气管网有限公司,7,上海天然气管网有限公司,上海天然气管网有限公司,国家石油天然气管网集团有限公司,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海威派格智慧水务股份有限公司,7,上海威派格智慧水务股份有限公司,上海威派格智慧水务股份有限公司,威派格,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海建发致新医疗科技集团股份有限公司,7,上海建发致新医疗科技集团股份有限公司,上海建发致新医疗科技集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海旺旺食品集团有限公司,7,上海旺旺食品集团有限公司,上海旺旺食品集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海核工程研究设计院股份有限公司,7,上海核工程研究设计院股份有限公司,上海核工程研究设计院股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海派能能源科技股份有限公司,7,上海派能能源科技股份有限公司,上海派能能源科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海自然堂集团有限公司,7,上海自然堂集团有限公司,上海自然堂集团有限公司,自然堂,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海英雄互娱游戏股份有限公司,7,上海英雄互娱游戏股份有限公司,上海英雄互娱游戏股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海镁信健康科技集团股份有限公司,7,上海镁信健康科技集团股份有限公司,上海镁信健康科技集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
东软集团股份有限公司,7,东软集团股份有限公司,东软集团股份有限公司,东软集团-研后专场,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国东方航空集团有限公司,7,中国东方航空集团有限公司,中国东方航空集团有限公司,中国东方航空股份有限公司（第二期）,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国南山开发（集团）股份有限公司,7,中国南山开发（集团）股份有限公司,中国南山开发（集团）股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国广核集团有限公司,7,中国广核集团有限公司,中国广核集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国水利水电第十四工程局有限公司,7,中国水利水电第十四工程局有限公司,中国水利水电第十四工程局有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国科学院深圳先进技术研究院,7,中国科学院深圳先进技术研究院,中国科学院深圳先进技术研究院,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国航空工业集团公司雷华电子技术研究所,7,中国航空工业集团公司雷华电子技术研究所,中国航空工业集团,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国黄金集团有限公司,7,中国黄金集团有限公司,中国黄金集团有限公司,中国黄金集团,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中泰期货股份有限公司,7,中泰期货股份有限公司,中泰期货股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中石化碳产业科技股份有限公司,7,中石化碳产业科技股份有限公司,中石化碳产业科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中航通用电气民用航电系统有限责任公司,7,中航通用电气民用航电系统有限责任公司,中航通用电气民用航电系统有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中航（成都）无人机系统股份有限公司,7,中航（成都）无人机系统股份有限公司,中航（成都）无人机系统股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中车工业研究院有限公司,7,中车工业研究院有限公司,中车工业研究院有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
云南国际信托有限公司,7,云南国际信托有限公司,云南国际信托有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
五羊━本田摩托（广州）有限公司,7,五羊━本田摩托（广州）有限公司,五羊━本田摩托（广州）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
元位科技（上海）有限公司,7,元位科技（上海）有限公司,元位科技（上海）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
光大永明资产管理股份有限公司,7,光大永明资产管理股份有限公司,光大永明资产管理股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
养生堂有限公司,7,养生堂有限公司,养生堂有限公司,养生堂·农夫山泉,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
加特兰微电子科技（上海）有限公司,7,加特兰微电子科技（上海）有限公司,加特兰微电子科技（上海）有限公司,加特兰微电子,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
北京乐城堡科技有限公司,7,北京乐城堡科技有限公司,北京乐城堡科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京公共交通控股（集团）有限公司,7,北京公共交通控股（集团）有限公司,北京公共交通控股（集团）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京华顺信安信息技术有限公司,7,北京华顺信安信息技术有限公司,北京华顺信安信息技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京合思信息技术有限公司‌,7,北京合思信息技术有限公司‌,北京合思信息技术有限公司‌,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京蓝色光标数据科技集团股份有限公司,7,北京蓝色光标数据科技集团股份有限公司,北京蓝色光标数据科技集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京（海淀）大数据先进技术研究院（北京大数据先进技术研究院）,7,北京（海淀）大数据先进技术研究院（北京大数据先进技术研究院）,北京（海淀）大数据先进技术研究院（北京大数据先进技术研究院）,北京大数据先进技术研究院,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
千寻位置网络有限公司,7,千寻位置网络有限公司,千寻位置网络有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华泰资产管理有限公司,7,华泰资产管理有限公司,华泰资产管理有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
华润数科控股有限公司,7,华润数科控股有限公司,华润数科控股有限公司,华润数科,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
华金证券股份有限公司,7,华金证券股份有限公司,华金证券股份有限公司,华金证券,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
嘉兴九州文化传媒有限公司,7,嘉兴九州文化传媒有限公司,嘉兴九州文化传媒有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
四川差旅壹号科技有限公司,7,四川差旅壹号科技有限公司,四川差旅壹号科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
复星财富管理服务有限公司,7,复星财富管理服务有限公司,复星财富管理服务有限公司,复星,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
广州中望龙腾软件股份有限公司,7,广州中望龙腾软件股份有限公司,广州中望龙腾软件股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州众山精密科技有限公司,7,广州众山精密科技有限公司,广州众山精密科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州汇天航空航天科技有限公司,7,广州汇天航空航天科技有限公司,广州汇天航空航天科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州汽车集团股份有限公司汽车工程研究院,7,广州汽车集团股份有限公司汽车工程研究院,广州汽车集团,,False,False,False,False,high_risk_manual_review,p1,manual_review
广州津虹网络传媒有限公司,7,广州津虹网络传媒有限公司,广州津虹网络传媒有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
德邦证券股份有限公司,7,德邦证券股份有限公司,德邦证券股份有限公司,德邦证券,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
惠达卫浴股份有限公司,7,惠达卫浴股份有限公司,惠达卫浴股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
成都云图控股股份有限公司,7,成都云图控股股份有限公司,成都云图控股股份有限公司,云图控股,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
成都益民投资集团有限公司,7,成都益民投资集团有限公司,成都益民投资集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
捷豹路虎（中国）投资有限公司,7,捷豹路虎（中国）投资有限公司,捷豹路虎（中国）投资有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
普洛药业股份有限公司,7,普洛药业股份有限公司,普洛药业股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
智遨通（北京）信息技术有限公司,7,智遨通（北京）信息技术有限公司,智遨通（北京）信息技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
未来穿戴健康科技股份有限公司,7,未来穿戴健康科技股份有限公司,未来穿戴健康科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
村田（中国）投资有限公司,7,村田（中国）投资有限公司,村田（中国）投资有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州市专家与留学人员服务中心,7,杭州市专家与留学人员服务中心,杭州市专家与留学人员服务中心,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州禾迈电力电子股份有限公司,7,杭州禾迈电力电子股份有限公司,杭州禾迈电力电子股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
杭州飞步科技有限公司,7,杭州飞步科技有限公司,杭州飞步科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
汇付天下有限公司,7,汇付天下有限公司,汇付天下有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
江苏长电科技股份有限公司,7,江苏长电科技股份有限公司,江苏长电科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
浙江施强集团有限公司,7,浙江施强集团有限公司,浙江施强集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
浙江无端科技股份有限公司,7,浙江无端科技股份有限公司,浙江无端科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳前海百递网络有限公司,7,深圳前海百递网络有限公司,深圳前海百递网络有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳小鹅网络技术有限公司,7,深圳小鹅网络技术有限公司,深圳小鹅网络技术有限公司,小鹅通,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
深圳市众云网有限公司,7,深圳市众云网有限公司,深圳市众云网有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市机场（集团）有限公司,7,深圳市机场（集团）有限公司,深圳市机场（集团）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市灵明光子科技有限公司,7,深圳市灵明光子科技有限公司,深圳市灵明光子科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳市瑞沃德生命科技股份有限公司,7,深圳市瑞沃德生命科技股份有限公司,深圳市瑞沃德生命科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳库犸创新科技集团有限公司,7,深圳库犸创新科技集团有限公司,深圳库犸创新科技集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳盈达信息科技有限公司,7,深圳盈达信息科技有限公司,深圳盈达信息科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
深圳闪回科技有限公司,7,深圳闪回科技有限公司,深圳闪回科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
烟台杰瑞石油服务集团股份有限公司,7,烟台杰瑞石油服务集团股份有限公司,烟台杰瑞石油服务集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
甬兴证券有限公司,7,甬兴证券有限公司,甬兴证券有限公司,甬兴证券,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
税友软件集团股份有限公司,7,税友软件集团股份有限公司,税友软件集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
芯原微电子（成都）有限公司,7,芯原微电子（成都）有限公司,芯原微电子（成都）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
苏州乐享智能科技有限公司,7,苏州乐享智能科技有限公司,苏州乐享智能科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
苏州睿芯集成电路科技有限公司,7,苏州睿芯集成电路科技有限公司,苏州睿芯集成电路科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
荣联科技集团股份有限公司,7,荣联科技集团股份有限公司,荣联科技集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
贵州数字征信有限公司,7,贵州数字征信有限公司,贵州数字征信有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
赛尔网络有限公司,7,赛尔网络有限公司,赛尔网络有限公司,赛尔网络,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
远东宏信普惠融资租赁（天津）有限公司,7,远东宏信普惠融资租赁（天津）有限公司,远东宏信普惠融资租赁（天津）有限公司,远东宏信普惠,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
陆金所控股有限公司,7,陆金所控股有限公司,陆金所控股有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
雅诗兰黛（上海）商贸有限公司,7,雅诗兰黛（上海）商贸有限公司,雅诗兰黛（上海）商贸有限公司,雅诗兰黛,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
高露洁棕榄（中国）有限公司,7,高露洁棕榄（中国）有限公司,高露洁棕榄（中国）有限公司,高露洁,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
万有引力（宁波）电子科技有限公司,6,万有引力（宁波）电子科技有限公司,万有引力（宁波）电子科技有限公司,引力,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海医药集团股份有限公司,6,上海医药集团股份有限公司,上海医药集团股份有限公司,天津医药集团,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海同济工程咨询有限公司,6,上海同济工程咨询有限公司,上海同济工程咨询有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海外服（集团）有限公司,6,上海外服（集团）有限公司,上海外服（集团）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海岩芯数智人工智能有限公司,6,上海岩芯数智人工智能有限公司,上海岩芯数智人工智能有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海祥承通讯技术有限公司,6,上海祥承通讯技术有限公司,上海祥承通讯技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
上海艾为电子技术股份有限公司,6,上海艾为电子技术股份有限公司,上海艾为电子技术股份有限公司,艾为电子,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海衍复投资管理有限公司,6,上海衍复投资管理有限公司,上海衍复投资管理有限公司,衍复投资,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
上海贝泰妮生物科技有限公司,6,上海贝泰妮生物科技有限公司,上海贝泰妮生物科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
东亚前海证券有限责任公司,6,东亚前海证券有限责任公司,东亚前海证券有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国国家开发银行,6,中国国家开发银行,中国国家开发银行,国家开发银行,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国国际海运集装箱（集团）股份有限公司,6,中国国际海运集装箱（集团）股份有限公司,中国国际海运集装箱（集团）股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国水务投资集团有限公司,6,中国水务投资集团有限公司,中国水务投资集团有限公司,中国水务,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
中国第一汽车集团有限公司,6,中国第一汽车集团有限公司,中国第一汽车集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国葛洲坝集团有限公司,6,中国葛洲坝集团有限公司,中国葛洲坝集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中国银河金融控股有限责任公司,6,中国银河金融控股有限责任公司,中国银河金融控股有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中电科机器人有限公司,6,中电科机器人有限公司,中电科机器人有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中船科技股份有限公司,6,中船科技股份有限公司,中船科技股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中车北京二七机车有限公司,6,中车北京二七机车有限公司,中车北京二七机车有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中金所数据有限公司,6,中金所数据有限公司,中金所数据有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中铁建设集团有限公司,6,中铁建设集团有限公司,中铁建设集团有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
中青雪（北京）体育文化发展有限公司,6,中青雪（北京）体育文化发展有限公司,中青雪（北京）体育文化发展有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
云南贝泰妮生物科技集团股份有限公司,6,云南贝泰妮生物科技集团股份有限公司,云南贝泰妮生物科技集团股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
交银理财有限责任公司,6,交银理财有限责任公司,交银理财有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
亨斯迈聚氨酯（中国）有限公司,6,亨斯迈聚氨酯（中国）有限公司,亨斯迈聚氨酯（中国）有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京三元食品股份有限公司,6,北京三元食品股份有限公司,北京三元食品股份有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京交通大学,6,北京交通大学,北京交通大学,西安交通大学第一附属医院,True,True,True,False,alias_to_existing_spring_parent,p1,add_alias_mapping
北京华宇信息技术有限公司,6,北京华宇信息技术有限公司,北京华宇信息技术有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京容百投资控股有限公司,6,北京容百投资控股有限公司,北京容百投资控股有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京希望在线线上学科培训学校,6,北京希望在线线上学科培训学校,北京希望在线线上学科培训学校,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京源络科技有限公司,6,北京源络科技有限公司,北京源络科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京猎豹移动科技有限公司,6,北京猎豹移动科技有限公司,北京猎豹移动科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京猫眼文化传媒有限公司,6,北京猫眼文化传媒有限公司,北京猫眼文化传媒有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京电子量检测装备有限责任公司,6,北京电子量检测装备有限责任公司,北京电子量检测装备有限责任公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京米可世界科技有限公司,6,北京米可世界科技有限公司,北京米可世界科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
北京西云数据科技有限公司,6,北京西云数据科技有限公司,北京西云数据科技有限公司,,False,False,False,False,high_risk_manual_review,p1,manual_review
