note_id,title,desc,type,user_id,nickname,liked_count,collected_count,comment_count,share_count,time,time_iso,last_update_time,last_update_time_iso
69ce3dbd000000001f0054d5,不要鸽我,"好消息：接到oc
坏消息：正式offer没下
	
周一接到 hr加wx oc+谈薪+入职时间
周二接到另一个对接面试hr电话 说面试过了offer在审批（应该是内部沟通不及时）
周三询问正式offer时间 hr说这周内
周四没消息啊啊啊啊啊啊啊啊特别煎熬
	
更新：
我已经顺利拿到offer 入职啦 祝各位好运！
	
#oc[话题]# #春招[话题]#",normal,6745aa6f000000001d02ce6d,医用酒精,146,9,864,4,1775123901000,2026-04-02T17:58:21,1776436113000,2026-04-17T22:28:33
