note_id,title,desc,type,user_id,nickname,liked_count,collected_count,comment_count,share_count,time,time_iso,last_update_time,last_update_time_iso
69ee0f8d000000003503bf97,上财研一｜暑期耐挂王,"挂简历一堆，测评没几个，进面更是少
感觉焦虑的时间远远超过其他忙的时间
真的能找到工作吗[哭惹R]
#暑期实习[话题]#",normal,60cc3d0000000000010002cf,Kawhi,316,16,68,35,1777209230000,2026-04-26T21:13:50,1777209230000,2026-04-26T21:13:50
