note_id,title,desc,type,user_id,nickname,liked_count,collected_count,comment_count,share_count,time,time_iso,last_update_time,last_update_time_iso
69c41804000000001a024491,金融暑期实习记录1,"[清单R]注：从今天开始记录一下暑期推进情况，只记录至少收到笔试的公司，后续有进度会持续更新，欢迎大家在评论区多交流[派对R]
[薯券R]整体投递方向：固收二级投研交，银行管培，销售支持中台等
	
[打卡R]投递岗位：债券交易员
[打卡R]笔试时间：3月下旬
[打卡R]一面时间：3月底
（二编）—————————————————
[打卡R]测评时间：4.17-4.20
（三编）—————————————————
[打卡R]二面时间：4.23
（四编）—————————————————
[种草R]4.29本篇流程记录全部结束
	
#金融实习[话题]# #暑期实习[话题]# #校招[话题]# #固收[话题]# #金融求职[话题]#",normal,60c71d030000000001000eb5,茄子,107,41,28,24,1774458885000,2026-03-26T01:14:45,1778857160000,2026-05-15T22:59:20
