note_id,title,desc,type,user_id,nickname,liked_count,collected_count,comment_count,share_count,time,time_iso,last_update_time,last_update_time_iso
662fbe5b000000001e030c00,众安在线｜信用研究员,"💼形式：北京线下（hr帮我改成了线上）2v1
🕙时常：30min
1. 自我介绍
2. 是保研的吗？
3.在xx证券研究所（固收研究岗）实习的主要内容？
4. 讲一下地方债务的形成和化解，具体说说形成原因
5.搭建的城投平台分析框架什么样的框架
6. 搭建完这个框架以后，你觉得哪些指标是相对比较重要的？以及自己的感受大概是什么样的？
7. 问之前论文的架构（有点猝不及防，之前从没被问过）
8. 详细讲一下搭建的固收数据库
9. 追问：PPP数据跟踪指的是什么？
10. 影响城投最核心的，即是否存在信用风险，的因素你觉得是什么？
11. 那你觉得政府对城投的支持（往来）是多好还是少好？
12. 有些建筑公司承接的项目其实是一些类城投项目，也类似于BT或代建项目，像这种项目公司你怎么看？利弊在哪？
13. 后面开始问实习安排
14. 反问：日常工作内容？答：行情+个券研究，最终考察以报告为主
	
#网申[话题]# #众安[话题]##暑期实习[话题]##面试[话题]##债券[话题]##信用债[话题]##金融实习[话题]# #金融面试[话题]##秋招[话题]# #大学生[话题]##应届生[话题]##求职季[话题]# #保险[话题]##互联网大厂[话题]# #互联网实习[话题]#",normal,5f9b831c0000000001004b99,Oct,55,71,10,15,1714404955000,2024-04-29T23:35:55,1714887491000,2024-05-05T13:38:11
